Product_Name,Selling_Price,MRP,Discount,Noise_Control,Sensitivity,Headphones_Jack,Model_Name,Connectivity_Technology,Wireless_Communication_Technology,Included_Components,Material,Specific_Uses_For_Product,Charging_Time,Compatible_Devices,Item_Weight,Water_Resistance_Level,Net_Quantity,Style,Control_Method,Number_of_Items,Battery_Life,Audio_Driver_Type,Bluetooth_Version,Audio_Driver_Size,Earpiece_Shape,Special_Features,Manufacturer,Model,Product_Dimensions,Item_Model_Number,Batteries,Batteries_Required,Country_of_Origin,Noise Control,Headphones Jack,Model Name,Connectivity Technology,Wireless Communication Technology,Included Components,Specific Uses For Product,Charging Time,Compatible Devices,Item Weight,Water Resistance Level,Net Quantity,Control Method,Number of Items,Battery Life,Audio Driver Type,Bluetooth Version,Audio Driver Size,Earpiece Shape,Special Feature,Special Features,Product Dimensions,Item model number,Batteries Required,Country of Origin
"boAt Nirvana Zenith Pro (2025), 50dB Hybrid Adaptive ANC, Spatial Audio, Hi-Res Audio LDAC, 6Mics AI-ENx, 80 Hrs Battery, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Velvet Grey)","2,699.","₹14,990₹14,990",-82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J'TTON 8 Pcs Spiral Sleeves for Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone (Set of 2),99.,₹49.50₹49.50,-80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEROX 3.5 mm TRRS Male To Female Aux Extension Cable with Microphone Support 4 Pole Golden Plated Stereo Audio Cable Compatible with Earphone Headphone Car- 6 Meter (20 Feet),382.,₹999₹999,-62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BigPassport USB Wired Over-Ear Headphones with Mic | Noise-Cancelling Headset for PC, Laptop, Computer, Office, Skype, Zoom, Online Classes, Call Center – USB Audio – Pro-Tech 134 (Black)","1,088.","₹3,250₹3,250",-67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SHOPEE Stereo Audio Adapter Converter, 6.35mm (1/4 inch) Male to 3.5mm (1/8 inch) Female Headphone Gold Plated Pure Copper Jack Plug for Guitar Headphones Amp (Pack of 1)",175.,₹500₹500,-65%,,,,,,,,,,,,,,,,,,,,,,,,SHOPEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Philips TAE2146BK in-Ear Wired Headphones with USB-C Plug, 10mm Drivers for Deep Dynamic Bass and Clear Sound, in-Line Mic with Call Button, 3 Interchangeable Ear Caps, 1.2m Durable Cable (Black)",450.,₹899₹899,-50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL Endurance Run 2, Sports in Ear Wired Earphones with Mic, Pure Bass, Sweatproof, Flexsoft eartips, Magnetic Earbuds, Fliphook & TwistLock Technology with Voice Assistant Support for Mobiles (Blue)",999.,"₹1,799₹1,799",-44%,,,,,,,,,,,,,,,Endurance Run-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noise Buds VS104 Truly Wireless Earbuds with 45H of Playtime, Quad Mic with ENC, Instacharge(10 Min=200 Min), 13Mm Driver, Low Latency, BT V5.2 (Mint Green)",699.,"₹3,499₹3,499",-80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HyperX Cloud Stinger 2 Core – Essential PC Gaming Headset, Lightweight Over-Ear Headset wi","1,749.","₹1,74,900.00₹1,74,900.00",-30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sennheiser IE 300 Hi-Res Audiophile in Ear Wired Headphones,German Design,7Mm XWB Driver,Detachable MMCX Cable,Rich Bass,Perfect Or Gaming,Noise-Isolating Fit,Silicone & Foam Tips,2Y Warranty,Black","10,990.","₹32,990₹32,990",-67%,,Cable: 1 meter (3.3 feet) total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS Zeb-Dynamic with Bluetooth Supporting Headphone, Aux Input, Call Function and Media/Volume Control",799.,"₹1,799₹1,799",-56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SENNHEISER HD 25 Light Closed-Back On-Ear Monitoring Headphones | Lightweight Split Headband | Dynamic Drivers | Dual-Sided Detachable Cable | Ideal for Studio Monitoring, Live Recording & Broadcast","6,490.","₹14,600₹14,600",-56%,,,,,,,,,,,,,,,HD 25 Lights with 2 sided Cable,,,,,,,,,Top Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS Zeb-Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Red)",249.,₹699₹699,-64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Renewed) Sony MDR-ZX310AP Sound Monitoring Headphones red,798.,₹999₹999,-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onsitego 1 Year Extended Warranty for Headphones from Rs. 1501-2000 (Email Delivery - No Physical Kit),135.,₹250₹250,-46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLab Go Work Wireless On Ear Headsets with Microphone - 45+ Playtime PC Bluetooth Headset and Multipoint Connect to Laptop Computer and Mobile - Wired or Wireless Headphones with Microphone,"3,498.","₹7,799₹7,799",-55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HyperX Cloud Flight-Wireless Gaming Headset for Ps5&Ps4,Up to 30-Hour Battery,Memory Foam Ear Cushions&Premium Leatherette,Noise-Cancelling Microphone with Led Mic Mute. (4P5H6Aa),Over Ear,Black","7,999.","₹13,897₹13,897",-42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRONTECH Gaming Headphone with Omni-Directional Microphone | RGB Lighting Effect | USB & 3.5mm Jack Connectivity | Zero Latency | Anti-Pull PVC Cable | Adjustable Microphone | (HF-0010,Black)",669.,"₹2,000₹2,000",-67%,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm + USB (Dynamic Sound),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OOGE Tune 8 Neckband Bluetooth Earphones, 30 Hours Playtime, Deep Bass, Type-C Fast Charge, Sweat Resistant, Magnetic Eartips, Sound Pulse Mic (Satin Black)",368.,"₹1,499₹1,499",-75%,,,,,,,,,,,,,,,,,,,,,,,,,TUNE 8 BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bose New Ultra Open Earbuds with OpenAudio Technology, Open Ear Wireless Earbuds, Up to 48 Hours of Battery Life - White Smoke","15,490.","₹25,900₹25,900",-40%,,,,,,,,,,,,,,,,,,,,,,,,What is Cash/Pay on Delivery?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Nirvana Ion ANC, Active Noise Cancellation(~32dB), 120Hrs Battery, App Support, Crystal Bionic Sound, 4Mics ENx, v5.3 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Crystal Black)","1,699.","₹9,990₹9,990",-83%,,,,,,,,,,,,,,,120 Hrs with ANC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BLAUPUNKT BE120 Touch Wireless in-Ear Neckband with Touch for On-Off (Volume Control On The Phone) Premium Style, No Need to Charge for & Days, 40 Hrs Playtime (Black)",799.,"₹79,900.00₹79,900.00",-87%,,,,,,,,,,,,,,,3.73.7 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS Thunder Pro Wireless Over Ear Headphone with Dual Pairing, Gaming Mode, Enc, Bluetooth, Call Function, Aux, Micro Sd, Voice Assistant, Deep Bass, Up to 60H Backup (Olive Green)",749.,"₹1,899₹1,899",-61%,,,,,,,,,,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRONTECH Wired in Ear Earphone with Mic, 3.5 mm Jack Connectivity, 10 mm Drivers and Speaker 6U++ for HD Audio Quality, TPE Wire for Durability & Tangle-Free Multimedia Experience (EF-0048, Black)",213.,₹275₹275,-23%,,,,,,,,,,,,,,,,,,,,,,,,,EF-0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANTRA T1000 Super Extra Bass 225 Earphones Subwoofer Noise Cancellation Wired Headphones (Metal Grey),359.,₹999₹999,-64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony MDR-EX155AP Wired in Ear Headphones with Tangle Free Cable, 3.5mm Jack, Headset with Mic for Phone Calls and 1 Year Warranty - (Black)",999.,₹199.80₹199.80,-23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iVOOMi Brozzo Premium Wired Gaming On Ear Headphone with Soft Leatherette Ear Cups and Adjustable Headband, 40mm Drivers, 180 cm Cable, with Mic, 3.5 mm Plug",749.,"₹5,994₹5,994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon basics in-Ear Wired Earphones with 9 mm Dual Drivers, in-Line Mic, Powerful Bass, Noise Isolation, 3.5 mm Audio Jack (Black and Red)",164.,₹599₹599,-73%,,,,,,,,,,,,,,,WE01 - Wired Earphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOULWIT Protein Leather Replacement Earpads for Bose 700 (NC700) Wireless Headphones, Ear Pads Cushions with Softer Protein Leather, High-Density Noise Cancelling Foam, Added Thickness - Snow Leopard",943.,"₹47,150.00₹47,150.00",-53%,,,,,,,,Faux Leather,,,,,,,,,,,,,,,,"+86 19924481041, SOULWIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behringer HPS3000 Studio Wired Over Ear Headphones Without Mic Black,"1,880.","₹3,894₹3,894",-52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Numark Hf125 Professional DJ Headphones Wired On Ear Headphones With Mic With Closed Back Design For Superior Isolation, Black And Silver","1,599.","₹1,759₹1,759",-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser Consumer Audio PXC 550-II Wireless Bluetooth Over The Ear Headphone with Mic (Black),"26,991.","₹29,990₹29,990",-10%,,,,,,,,,,,,,,,New Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PHILIPS Audio TAE1159BK/00 in-Ear Wired Earphones with C-Type Jack, 10mm Drivers, Inline Mic, Powerful Bass and Clear Sound, Tangle Free 1.2m Cable and 3 x Inter Changeable Ear Tips (Black)",342.,₹999₹999,-66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corsair Hs55 Over Ear Wireless Gaming Headset, Carbon, Low-Latency 2.4Ghz Wireless Or Bluetooth, Dolby Audio 7.1 Surround Sound On PC and Mac, Omni-Directional Microphone with Flip-to-Mute Function","8,947.","₹17,750₹17,750",-50%,,,,,,,,,,,,,,,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UBON TC-186 Wired in Ear Earphones with in-line Mic for Clear Calling, 10mm Dynamic Drivers for Boosted Bass, Type-C Jack, Multi-Functional Controller (Black)",219.,₹399₹399,-45%,,,,,,,,,,,,,,,,,,,,,,,,What is Cash/Pay on Delivery?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nitho NX200 Gaming Headset with RGB Light and Microphone, Over-Ear Stereo Headphones for Xbox Series X|S, Xbox One, PS5, PS4, Nintendo Switch, PC, Mobile, 3.5 mm Audio Jack, 40 mm Drivers - Red",849.,"₹2,299₹2,299",-63%,,,,,,,,,,,,,,,NX200 RED + PC Adaptor,,,,,,,,,"MTM Industrial, SUITE 820 8/F OCEAN CENTRE HARBOUR, CITY 5, CANTON ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vibez by Lifelong Gaming Headphones with Mic & Extra Bass| Wired Over Ear Headphones with Noise Cancelling & LED|Stereo Gaming Headset|Compatible with PC, PS4, PS5, Xbox One ( VBPS401 Ninja, 1 Year Warranty, Black)","1,499.","₹7,699₹7,699",-81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Airdopes 141 Gen 2 (2025), 4 Mics ENx Tech, 48 Hrs Playback, Free Music Streaming, Fast Charge, Low Latency, IPX4, v5.4 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Teal)",799.,"₹3,990₹3,990",-80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PHILIPS TAT1150RD/94 Premium Wireless Earbuds with ANC,Quad Mic ENC,Up to 55 Hr Playtime,13mm Neodymium Drivers,Multipoint, ergonomically Designed,IPX5 Water Resistance, Fast Charging(Red Mahogany)","1,224.","₹3,999₹3,999",-69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL Tune 305 in Ear Type C Wired Headphones, Hi-Res Audio with Digital-to-Analog Converter, 3-Button EQ Preset Remote with Microphone, Tangle-Free Flat Cable, Compatible with USB-C Devices (Blue)","1,299.","₹1,29,900.00₹1,29,900.00",-35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GOBOULT Z20 Pro Truly Wireless Bluetooth Ear Buds with 60H Playtime, 4 Mics Clear Calling, 45ms Low Latency, Rich Bass Driver, Touch Control, Earbuds Bluetooth Wireless(Powder Blue)",899.,"₹5,999₹5,999",-85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bouncefit Sonic 144 Bluetooth Wireless Neckband, 35 Hours Continuous Playback Battery, Fast Charge, IPX7, Low Latency, Active Noise Cancellation, Magnetic Earbuds with Mic Earphones (Blue)",399.,"₹2,999₹2,999",-87%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geekria Shield Headphones Case Compatible with Koss Porta Pro PP, Sony Xperia Ear Duo True, Replacement Hard Shell Travel Carrying Bag (Black)","1,026.","₹1,053₹1,053",-3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OOGE Echo 200 Wireless Bluetooth Headphones (Beige), 30H Playtime, 800H Standby Time, RGB Light, 250mAh Battery, Bluetooth 5.3, 10m Range, 1-Year Warranty","1,389.","₹1,38,900.00₹1,38,900.00",-44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiaomi Wired in-Ear Earphones with Mic, Ultra Deep Bass & Metal Sound Chamber (Black)",399.,₹599₹599,-33%,,,,,,,,,,,,,,,"Crystal clear calls: Equipped with an HD microphone, our earphones ensure your calls are as stylish as they are clear, allowing you to play/pause music or answer/end calls with one-click ease.",,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brainwavz The Colossus - Gamepad Controller & Headphone Hanger Holder - Designed for Xbox ONE, PS4, PS3, Dualshock, Switch, PC, Steelseries, Steam & More, Black",899.,"₹1,999₹1,999",-55%,,,,,,,,"Glass, Polycarbonate",,,,,,,Modern Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL New Launch Tune Beam 2 TWS, ANC Earbuds,48Hr Playtime,Dual Connect, Ambient Aware,Relax Mode, Customized EQ with Headphones App,6 Mics for Clear Calls, Spatial Sound, Personi-Fi 3.0 (Turquoise)","4,999.","₹11,999₹11,999",-58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Airdopes Joy, 35Hrs Battery, Fast Charge, IWP Tech, Low Latency, 2Mic ENx, Type-C Port, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic(Dark Cyan)",699.,"₹3,490₹3,490",-80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Logitech H110 Wired On Ear Headphones With Mic, Stereo With Noise-Cancelling,3.5-Mm Dual Audio Jack, Pc/Mac/Laptop- Black",695.,₹955₹955,-27%,,SYSTEM COMPATIBILTY:Computers/ smartphones/tablets Windows/Mac/Chrome OS + more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ETZIN Bluetooth Receiver Adapter - Bluetooth 5.3 Audio Receiver Wireless Music Home Stereo/Car Stereo/AV Receiver/Headphone/Speaker, Optical RCA AUX 3.5mm Jack Aduio Adapter with Display","2,706.","₹2,70,600.00₹2,70,600.00",-55%,,,,,,,,,,,,,,,,,,,,,,,,,C36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Airdopes Loop OWS Earbuds w/Clip-On Fit, Air Conduction Tech, 50HRS Battery, 4Mics ENx, Dual EQ Modes, 12mm Drivers, 40ms Latency, ASAP Charge, OWS Ear Buds in Ear Bluetooth Earphones(Cool Grey)","1,499.","₹7,990₹7,990",-81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nitho NX200 Gaming Headset with RGB Light and Microphone, Over-Ear Stereo Headphones for Xbox Series X|S, Xbox One, PS5, PS4, Nintendo Switch, PC, Mobile, 3.5 mm Audio Jack, 40 mm Drivers - Blue",849.,"₹2,699₹2,699",-69%,,,,,,,,,,,,,,,,,,,,,,,,"MTM Industrial, MTM Industrial Ltd. Building No 2, 3F, 15 Pingbei 2nd road, Nanping Industrial District, 519000 Zhuhai, China. nithoamazonin@mtm-t.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"havit H2230d Headset with Microphone, Gamer, 50mm Speaker, 90°Foldable Design,Connector 3, 5mm, Compatible with PS4 / Xbox, Size: Medium","1,499.","₹4,499₹4,499",-67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RTUSIA Small Bluetooth On Ear Headphones Wrap Around Head - Sports Wireless Headset with Built in Microphone and Crystal-Clear Sound, Foldable and Carried in The Purse, and 12-Hour Battery Life, Black","1,999.","₹6,999₹6,999",-71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Logitech Zone 300 Wireless Bluetooth Over Ear Headset with Noise-Cancelling Microphone, Compatible with Windows, Mac, Chrome, Linux, iOS,iPados, Android – Black","6,795.","₹8,390₹8,390",-19%,,,,,,,,,,,,,,,,,,,,,,,,What is Cash/Pay on Delivery?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JLab Go Pop ANC Active Noise Cancelling Earbuds, Bluetooth Earphones, 24+ Hr Playtime Wireless Headphones, IP55 Sweat-Resistant in Ear Buds with Microphone, Clear Calls & Multipoint, Black","1,799.","₹3,599₹3,599",-50%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,Go Pop ANC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iVOOMi Prado Premium Wired Gaming On Ear Headphone with Soft Leatherette Ear Cups and Adjustable Headband, 50mm Drivers, 180 cm Cable, with Mic, 3.5 mm Plug",799.,"₹3,199.00₹3,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Lenovo 110 Stereo USB-A Headset | Audio and Voice Optimized for Learn & Work from Home | P,"1,959.","₹2,799₹2,799",-30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adcom Vision 7.1 USB Noise Cancelling Super Gaming Wired Over Ear Headphones with Mic Stereo with Omnidirectional Cool LED, 50mm Drivers 7ft Extra Long Braided Cable Volume Control Button (Steel Grey)","2,232.","₹3,999₹3,999",-44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onsitego 1 Year Extended Warranty for Headphones from Rs. 501-1000 (Email Delivery - No Physical Kit),105.,₹150₹150,-30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 7501-10000 (E-Mail Delivery),"1,129.","₹2,539₹2,539",-56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 15001-20000 (E-Mail Delivery),"1,769.","₹3,979₹3,979",-56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"hayden HY-HD10 Professional Studio Headphones Over-Ear, 50mm Drivers, Foldable, Lightweight, Dual Detachable Cables (2.8m Coiled & 1.2m with Mic) for DJ, Gaming, Recording, Mixing, Monitoring (Black)","1,899.","₹2,999₹2,999",-37%,,›,,,,,,,,,,,,,,,,,,,,,,,HY-HD10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cosmic Byte GS410 Headphones with Mic and for PS4, Xbox One, Laptop, PC, iPhone and Android Phones (Camo Green)","1,399.","₹1,999₹1,999",-30%,,,,,,,,,,,,,,,,,,,,,,,,"1800313007700, Cosmic Byte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GOBOULT K40 True Wireless in Ear Earbuds with 48H Playtime, Clear Calling 4 Mics, 45ms Low Latency Gaming, Premium Grip, 13mm Bass Drivers, Type-C Fast Charging, BTv 5.3 Ear Buds TWS (Denim Blue)",899.,"₹2,999₹2,999",-70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOULWIT Professional Ear Pads Cushions Replacement for Beats EP Wired On-Ear Headphones, Ear Pads with High-Density Noise Isolation Foam - EP PL Black",799.,"₹39,950.00₹39,950.00",-60%,,,,,,,,Leather,,,,,,,,,,,,,,,,SOULWIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kensington Classic Hi-Fi USB Headset with 270° Rotating Noise-Cancelling Mic, Deep Bass 40mm Drivers, Volume & Mute Controls, Safe Listening 94dB, Comfortable On-Ear Design, PC/Mac/Chromebook","2,339.","₹6,500₹6,500",-64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black),599.,"₹1,299₹1,299",-54%,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL Tune 670NC - Adaptive Noise Cancelling with Smart Ambient Wireless On-Ear Headphones, Up to 70H Battery Life with Speed Charge, Lightweight, Comfortable and Foldable Design (Black)","16,099.","₹20,099₹20,099",-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Logitech G Pro X Gaming Headset with Blue VO!CE Technology,"9,032.","₹12,903₹12,903",-30%,,,,,,,,,,,,,,,,,,,,,,,,,G Pro X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOZU Audiology 100 Wired Earphones, Ergonomic Fit, Tangled Free Rugged Wire, Gold Plated 3.5mm L-Shape Connector, in Ear Volume Controller & Built in Mic (Fossil Grey, Classic) Pack of 1",219.,₹399₹399,-45%,,,,,,,,,,,,,,,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOULWIT Professional Earpads Cushions Replacement for Sony WH-1000XM3 (WH1000XM3) Over-Ear Headphones, Ear Pads with Softer Protein Leather, Noise Isolation Memory Foam, Added Thickness (Gold)","1,199.","₹59,950.00₹59,950.00",-40%,,,,,,,,"Faux Leather, Memory Foam",,,,,,,,,,,,,,,,"+86 19924481041, SOULWIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Airdopes 141 Pro Buds, 13mm Drivers, Metallic Finish, 60HRS Battery, 4Mics ENx, Fast Charge, IPX5, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Galactic Purple)","1,457.","₹4,990₹4,990",-71%,,,,,,,,,,,,,,,60 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL Vibe Beam in-Ear Wireless Earbuds (TWS) with Mic,App for Customized Extra Bass Eq,32 Hours Battery&Quick Charge,Ip54 Water&Dust Resistance,Ambient Aware&Talk-Thru,Google Fastpair (White)","1,999.","₹5,999₹5,999",-67%,,,,,,,,,,,,,,,Vibe Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Concept Kart KZ ZSN Pro X Monitor In Ear Earphones Armature Earbuds Wired Headphones Dual Driver 1DD 1BA Deep Bass Stereo Sound Ergonomic IEM Earphones & Leatherette Case (ZSN Pro X with Mic, Golden)","2,092.","₹3,799₹3,799",-45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOULWIT Flexible Fabric Replacement Headband for Logitech G733/G535/G335 Gaming Headset, Headphones Replacement Band, Headstrap Head Cushion Pad Repair Part - Purple Line",999.,"₹1,600₹1,600",-38%,,,,,,,,,,,,,,,,,,,,,,,,"+86 19924481041, SOULWIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iFAST Digital Display Wireless Neckband Earphone with FM Radio | Up to 60 Hours Music Playtime | Noise Cancellation, Voice Assistance, Dual Pairing [ Black & Silver ]","2,199.","₹4,499₹4,499",-51%,,,,,,,,,,,,,,,,,,,,,,,,,IF-7V-SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T TRENDY MART Spiral Cable Protector Set, 12 Pieces Multi-Colour Wire Organiser for USB, Headphones, Laptop Charger",149.,₹12.42₹12.42,-25%,,,,,,,,Thermoplastic Polyurethane,,,,,,,Spiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony WF-1000XM5 Active Noise Cancelling Wireless Bluetooth in Ear Earbuds with Mic, Up to 36 Hours Battery Life - Black","19,778.","₹29,990₹29,990",-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOBOULT BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic (Red),349.,₹999₹999,-65%,,,,,,,,,,,,,,,,,,,,,,,,Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
