Product_Name,Discount,MRP,Selling_Price,Brand,Manufacturer,Series,Colour,Form_Factor,Standing_Screen_Display_Size,Screen_Resolution,Resolution,Package_Dimensions,Item_Model_Number,Processor_Brand,Processor_Type,Processor_Speed,Processor_Count,Memory_Technology,Computer_Memory_Type,Maximum_Memory_Supported,Hard_Disk_Description,Hard_Drive_Interface,Graphics_Coprocessor,Graphics_Chipset_Brand,Graphics_Card_Description,Graphics_RAM_Type,Graphics_Card_RAM_Size,Graphics_Card_Interface,Connectivity_Type,Wireless_Type,Number_of_HDMI_Ports,Optical_Drive_Type,Operating_System,Are_Batteries_Included,Lithium_Battery_Energy_Content,Number_of_Lithium_Ion_Cells,Included_Components,Country_of_Origin,Item_Weight
"Logitech B170 Wireless Mouse with USB Receiver,(Black)",-25%,₹795₹795,595.,‎Logitech,"‎Logitech, Logitech",‎Logitech B170,‎Black,,,,,,‎B170,,,,,,,,,,,,,,,,,‎2.4 GHz Radio Frequency,,,"‎Chrome OS, Windows 10, Windows 7, Windows 8, mac os",‎Yes,‎2.6 Watt Hours,‎1,"‎Wireless Mouse, USB Receiver, 1 AA Battery (Pre-Installed), User Documentation",‎China,‎68 g
Fedus Laptop 15.6 Inch Screen Guard Scratch Anti-Fingerprint Ultra-Clear Screen Protector,-56%,₹499₹499,219.,‎FEDUS,"‎Cheeku Technologies, khasra no-45/10, Vikas nagar Hastsal, uttam nagar, Uttam nagar NEW DELHI, DELHI, 110059",,,,‎15.6 Inches,,,,‎FEDUS_LAPTOP_SCREENGUARD_15.6_fg6,,,,,,,,,,,,,,,,,,,,,‎No,,,‎Laptop Screenguard,‎India,‎200 g
"DELL Renewed Intel Core i3 11th Gen 1305U - (8 GB/256 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD+ IPS Display/Ice Blue/1.4 kg/MSO 2021/1 Year ADP Warranty",-28%,"₹44,990₹44,990","32,311.",‎Dell,‎DELL,‎Inspiron 14,‎Ice Blue,‎Laptop,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,,‎DELL 14,‎Intel,‎Core i3,‎3.3 GHz,‎5,‎DDR5,‎DDR5 RAM,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎38 Watt Hours,‎2,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"HP OmniBook 7, Intel Core Ultra 5 255H (16GB LPDDR5,1TB SSD), 3K, OLED, 0.2 ms, micro-edge, 14''/35.6cm, Win 11, M365, Office 24, Meteor Silver,1.41kg, fr0789TU, 5MP Camera w/Shutter,Backlit AI Laptop",-10%,"₹1,01,787₹1,01,787","91,440.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Meteor silver,‎Laptop,‎14 Inches,‎2880 x 1800 pixels,‎2880 x 1800 pixels,‎38.2 x 28.3 x 10.2 cm; 1.41 kg,‎fr0789TU,‎Intel,‎Intel Core Ultra 5,‎4.9 GHz,‎1,‎Lpddr 5,‎DDR4 SDRAM,‎16 GB,‎SSD,,‎Intel,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,,,,,‎Windows 11 Home,‎Yes,‎68 Watt Hours,‎4,"‎Laptop, Power Adapter, User Manual",‎China,‎1 kg 410 g
"ProtoArc Foldable Bluetooth Keyboard, XK01 Folding Wireless Portable Keyboard with Numeric Keypad, Full-Size Travel Keyboard for Windows iOS Android Tablet Smartphone Laptop PC, Carbon Black",-39%,"₹7,999₹7,999","4,908.",‎ProtoArc,"‎ProtoArc, ProtoArc China",,‎Carbon Black,,,,,,‎XK01 Black US,,,,,,,,,,,,,,,,,,,,,‎Yes,,‎1,,‎China,‎600 g
"HP 15 (2025), Intel Core i3 13th Gen 1315U - (32 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021",-38%,"₹59,990₹59,990","36,999.",‎HP,‎HP,‎HP 15,‎Ash Grey,‎Laptop,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎36 x 22 x 1.6 cm; 1.5 kg,‎HP 15,‎Intel,‎Core i3,‎4.5 GHz,‎6,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"SWAPKART Portable Flexible Adjustable Eye Protection USB Reading Lamp with 14 LEDs and Flexible Gooseneck for,Reading,Study Notebook Laptop, Desktop, PC and MAC Computer (14 LED,Multi Colour)",-72%,₹999₹999,280.,,"‎Imported by oxygen enterprise, Oxygen enterprise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‎China,50 g
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FGIN",-45%,"₹59,990₹59,990","32,990.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad 3 14IAU7,‎Arctic Grey,‎Thin & Light,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.6 x 30 x 7.2 cm; 1.43 kg,‎14IAU7,‎Intel,‎Core i3,‎1.2 GHz,‎6,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎USB 3.2,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,‎No Optical Drive,"‎Windows 11 Home 64, English",‎Yes,‎3 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",,‎1 kg 430 g
"HP OmniBook 5 Metallic(Previously Pavilion) 13th Gen Intel Core i5 1334U (16GB LPDDR5X, 512GB SSD) WUXGA, 2K, IPS, 16''/40.6cm, Win11, M365 Basic(1yr)*Office24, Blue,1.79kg, ba1123TU,FHD camera Laptop",-23%,"₹81,202₹81,202","62,490.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Sky Blue,‎Clamshell,‎40.6 Centimetres,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎50.29 x 30.4 x 6.4 cm; 1.79 kg,‎BH4K5PA#ACJ,‎Intel,‎Core i5,‎4.6 GHz,‎1,‎LPDDR5X,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎Intel Iris Xáµ‰ Graphics,‎Intel,‎Integrated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎59 Watt Hours,‎3,"‎Laptop, Power Adapter, User manual",‎China,‎1 kg 790 g
"HP Smartchoice Victus, 13th Gen Intel Core i5-13420H, 4GB RTX 3050, 16GB DDR4(Upgradeable) 512GB SSD, 144Hz, IPS, 300nits, FHD, 15.6’’/39.6cm, Win11, Office24, Blue, 2.29kg, fa2190TX Gaming Laptop",-15%,"₹81,201₹81,201","68,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Performance blue,‎Laptop,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52.1 x 30.9 x 7.1 cm; 2.29 kg,‎fa2190TX,‎Intel,,‎4.6 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 3050,‎NVIDIA,‎Dedicated,‎GDDR6,,‎PCI Express,‎Bluetooth,"‎802.11ax, Bluetooth",‎1,,‎Windows 11 Home,‎Yes,‎52.5 Watt Hours,‎3,"‎Laptop, Charger, User Manual",‎China,‎2 kg 290 g
Galaxsia DL717 Top+Wrist Pad Vinyl Laptop Skin/Sticker/Cover for 14 Inches Laptops Laminated-Removable-HD Quality Compatible for Dell (13.8x9.6 Inches),-44%,₹499₹499,279.,‎Galaxsia,"‎Galaxsia II galaxy.designslko@gmail.com, Galaxsia™",,‎DESIGN 15,,,,,,"‎Galaxsia717(14"")",,,,,,,,,,,,,,,,,,,,,‎No,,,,,‎60 g
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",-26%,"₹38,000₹38,000","27,999.",‎Lenovo,‎Lenovo Group Limited,‎V15,‎Silver,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎53.5 x 33.1 x 7.1 cm; 1.5 kg,‎V15,‎AMD,‎Athlon,‎2.4 GHz,‎2,,‎DDR5 RAM,‎8 GB,‎512GB NVMe M.2 SSD,,‎AMD Radeon 610M,‎AMD,‎Dedicated,,,,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11,‎Yes,‎65 Watt Hours,‎2,,,‎1 kg 500 g
"Asus Ad45-00B 45W Replacement Laptop Adapter/Charger for Select Models of Asus - 20 V, 2.5 A, 4 Mm X 1.2Mm Diameter",-54%,"₹1,37,900.00₹1,37,900.00","1,379.",‎ABRALE,"‎ABRALE, ABRALE",,,,,,,,‎LP135W,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎100 g
GoWarranty 4 Year Extended Warranty for Apple Mac or Windows Laptop (up to Rs 10000) Email Delivery,-26%,"₹2,000₹2,000","1,472.",‎GoWarranty,"‎Go Warranty and Services LLP, help@gowarranty.in",,,,,,,,‎Extended warranty for Laptop & Macbook,,,,,,,,,,,,,,,,,,,,,,,,,‎India,‎18 g
"Dell Inspiron 3520, Intel Core i5-1235U, 12th Gen, 8GB RAM, 512GB SSD, FHD AG 120Hz, 15.6""/39.62cm, Windows 11, MS Office 21, Black, 1.82KG, 250 Nits Display, McAfee 15 Month Laptop",-32%,"₹68,790₹68,790","46,970.",‎Dell,"‎Dell India Pvt Ltd, Dell India Pvt Ltd",‎Inspiron,"‎i5-1235U, Black",‎Laptop,‎15.6 Inches,‎1080p,‎1080p,,‎New Inspiron 15,‎Intel,‎Core i5,‎3.3 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,‎CD-R,‎Windows 11,‎Yes,‎2.6 Watt Hours,‎3,"‎‎‎‎‎User Manual, Laptop, Charger & Adapter",,‎1 kg 650 g
ABRALE Asus New Replacement 33W Laptop Charger Adapter fits for ASUS Model AD890M26 Wall Plug Power Supply with 4.0MM X 1.35MM pin,-71%,"₹1,44,900.00₹1,44,900.00","1,449.",‎ABRALE,"‎ABRALE, ABRALE",,,,,,,,‎LP-60,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎100 g
Inkykart Space D5 Top+Wrist Pad Vinyl Laptop Skin/Sticker/Cover for 15 to 15.6 Inches Laptops Laminated-Removable-HD Quality Compatible for Hp-Dell-Sony-Lenovo-Asus etc.(15x10 Inches),-44%,₹499₹499,279.,‎Inkykart,"‎Galaxsia II galaxy.designslko@gmail.com, Inkykart",,,,‎15.6 Inches,,,,‎INKY55-15.6,,,,,,,,,,,,,,,,,,,,,,,,,,‎30 g
"Lenovo V14 AMD Ryzen 3 7320U 14"" (35.5cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (8GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty, 82YTA0OTlN",-55%,"₹60,990₹60,990","27,600.",‎Lenovo,‎Lenovo (India) Pvt Ltd,‎V14 G4 AMN,‎Silver,‎Clamshell,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎35 x 28 x 5 cm; 1.6 kg,‎82YTA00TIN,‎AMD,‎Ryzen 3,‎3.4 GHz,‎1,‎Lpddr 5,‎DDR5 RAM,‎8 GB,‎SSD,,‎AMD Radeon 680M,‎AMD,‎Integrated,‎GDDR5,,‎Integrated,,,,‎NO,‎Windows 11 Home,,,,"‎Keyboard, Monitor, Speakers, Webcam",,‎1 kg 600 g
"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED IPS Display (8 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Windows11 Home/65W) A324-51, Steel Gray, 1.45KG",-35%,"₹43,000₹43,000","27,970.",‎acer,"‎Acer, Tech Front Chongqing Computer Co Ltd 18 ZONGBAO ROAD SHAPINGBA DISTRICT Chongqing China 401332",‎Aspire 3,"‎Steel Gray-8GB/512GB/14.1""",‎Laptop,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45 x 33 x 9.9 cm; 1.45 kg,‎A324-51,‎Intel,‎Core i3,‎3.3 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎64 GB,‎SSD,‎Solid State,,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",,,,‎Windows 11 Home,‎Yes,,‎2,"‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",,‎1 kg 450 g
Inkykart Marbel D5 Top+Wrist Pad Vinyl Laptop Skin/Sticker/Cover for 15 to 15.6 Inches Laptops Laminated-Removable-HD Quality Compatible for Hp-Dell-Sony-Lenovo-Asus etc.(15x10 Inches),-44%,₹499₹499,277.,‎Inkykart,"‎Galaxsia II galaxy.designslko@gmail.com, Inkykart",,,,‎15.6 Inches,,,,‎INKY5-15.6,,,,,,,,,,,,,,,,,,,,,,,,,,‎30 g
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (24GB RAM/1TB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg), 83K100PLIN",-31%,"₹87,990₹87,990","60,990.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad Slim 3,‎i5-13420th | 16GB | 512GB SSD,‎Thin & Light,‎15.3,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎45.2 x 30.6 x 7 cm; 1.59 kg,‎15IRH10,‎Intel,‎Intel Core i5,‎2.1,‎8,‎DDR5,‎DDR5 RAM,‎24 GB,‎SSD,,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎50 Watt Hours,‎4,‎Laptop,,‎1 kg 590 g
ZEISS Screen Cleaning Kit 120ml,-27%,₹332.50₹332.50,399.,,‎Prospen Inc,,,,,,,,‎003900-0031-910,,,,,,,,,,,,,,,,,,,,,,,,ZEISS Screen Cleaning Kit 120ml,,205 g
"Ant PC M200 Latest Vertical Wireless Mice, Wireless Ergonomic, Rechargeable,5 Adjustable DPI, Silent 2.4GHz Optical Tunnel, USB Wireless Mouse for Laptop, PC_ Black",-83%,"₹4,999₹4,999",849.,‎Ant,"‎Ant, Ant Esports",‎M200,‎Black,,,,,,‎M200,,,,,,,,,,,,,,,,,,,,"‎Chrome OS, Mac OS 9, Windows 8.1",‎Yes,,‎1,"‎Manual, Mouse, AA Battery",‎China,‎110 g
"HP M120 Wireless Mouse, USB-A Nano Dongle, 2.4 Ghz Wireless Connection, 6 Buttons, Up to 1600 Dpi, Optical Sensor, Ergonomic Design, 12-Month Battery Life, 3-Year Warranty, 60G±5%, Black, 7J4G4Aa",-44%,₹960₹960,540.,‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎Hp M120,‎Black,,,,,,‎7J4G4AA,,,,,,,,,,,,,,,,,,,,"‎Windows XP/Vista/7/8/10/11, Android 3.2 or later, Mac IS 10.5",‎No,,,‎Mouse,‎China,‎60 g
"HP Pavilion 13th Gen Intel Core i5-1340P (16GB RAM/512GB SSD) FHD, 15.6” (39.6cm), Windows 11/MS Office 21, Silver,1.74kg, eg3027TU 720p HD Camera, Backlit Keyboard, Audio by B&O Laptop",-30%,"₹83,705₹83,705","58,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎15-eg3027TU,‎Natural Silver,‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎15-eg3027TU,‎Intel,‎Core i5,‎4.6 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB-C,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎VRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",‎China,‎1 kg 750 g
"acer Aspire 3 A325-53 13th Gen Intel Core i3-1305U Thin and Light Laptop (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home),15.6"" FHD IPS Display/Silver/1.5 Kg",-25%,"₹39,990₹39,990","29,990.",‎acer,‎Acer India Pvt. Ltd.,‎Aspire 3,‎Silver,,‎15.6 Inches,,‎1920 x 1080 Pixels,,‎A325-53,,‎Core i3,‎1.8 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎24 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,,,,,,‎1,,,‎Yes,‎54 Watt Hours,‎3,,,
"ASUS Vivobook 16, Intel Core i5-12500H, 16GB RAM, 512GB SSD, FHD+ 60Hz 300Nits, 16"", Windows 11, MS Office Home, Transparent Silver, 1.88KG, X1605ZAC-MB541WS, Fingerprint, 42Whr Battery Laptop",-28%,"₹72,990₹72,990","52,900.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) LIMITED B01 SEC C AIRPORT FUNCTION ZONE LIANGLU CUNTAN FREE TRADE PORT AREA, YUBEI DISTRICT CHONGQING CHINA",‎ASUS Vivobook 16,‎Silver,‎Laptop,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎48.7 x 30.9 x 6.9 cm; 1.88 kg,‎X1605ZAC-MB541WS,‎Intel,‎Core i5-12500H,‎2.5 GHz,‎12,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Charger & User Manual",,‎1 kg 880 g
"HP 15-fd0668TU Thin & Light Laptop | 13th Gen Intel Core i3-1315U, 16GB RAM, 512GB SSD 15.6"" FHD Display, Windows 11 Home, MS Office, Natural Silver",-32%,"₹59,999₹59,999","40,900.",‎HP,‎HP,‎HP Laptop,‎Silver,,‎15 Inches,,‎1920 x 1080,‎50 x 30 x 6 cm; 1.9 kg,‎fd0668TU,‎Intel,‎Core i3,‎3.4,‎1,‎DDR4,‎DDR4 SDRAM,,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎AGP,,,,,‎Windows 11 Home,,,,"‎Laptop, User Manual, Power Adapter",‎China,‎1 kg 900 g
"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07QIH",-53%,"₹88,414₹88,414","41,690.",‎Lenovo,"‎Lenovo, Lenovo India Pvt Ltd RSNO 19/1A,2A Edayar Palayam village Cuddalore Main Road Thavalakuppam.Pondicherry-605007",‎Lenovo V15,‎Iron Grey,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎53.6 x 33.5 x 7.7 cm; 1.7 kg,‎V15,‎Intel,‎Core i5-1235U,‎1.3 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Cellular, Wi-Fi","‎5.8 GHz Radio Frequency, Bluetooth",‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎38 Watt Hours,‎2,"‎Laptop, Power Adapter, User Guide",,‎1 kg 700 g
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6 Inch (39.6cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office Home 2024/3months Game Pass/Arctic Grey/1.62Kg), 83ER00MDIN",-23%,"₹70,990₹70,990","54,319.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad Slim 3,‎grey,‎Thin & Light,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.5 x 33.1 x 7.4 cm; 1.62 kg,‎15IAH8,‎Intel,‎Core i5,‎2 GHz,‎8,‎DDR5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,‎No Optical Drive,"‎Windows 11 Home 64, English",‎Yes,‎47 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",‎China,‎1 kg 620 g
"HP Pavilion 15 12Th Gen Intel Core I5 8Gb Sdram/512Gb Ssd 15.6 Inches Fhd,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Windows 11 Home/Ms Office 2021/Fast Charge/1.75Kg, 15-Eg2009Tu, Silver",-33%,"₹78,054₹78,054","51,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎15-EG2009TU,‎Silver,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎15-EG2009TU,‎Intel,‎Core i5,‎4.4 GHz,‎1,‎DDR4,‎SDRAM,‎16 GB,‎SSD,‎USB,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎HP Laptop,AC power adapter, user manuals",,‎2 kg 620 g
"HP Pavilion 15 12Th Gen Intel Core I5 8Gb Sdram/512Gb Ssd 15.6 Inches Fhd,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Windows 11 Home/Ms Office 2021/Fast Charge/1.75Kg, 15-Eg2009Tu, Silver",-33%,"₹78,054₹78,054","51,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎15-EG2009TU,‎Silver,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎15-EG2009TU,‎Intel,‎Core i5,‎4.4 GHz,‎1,‎DDR4,‎SDRAM,‎16 GB,‎SSD,‎USB,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎HP Laptop,AC power adapter, user manuals",,‎2 kg 620 g
"HP 14 (2025) 245 G10 AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.36 kg",-31%,"₹41,534₹41,534","28,774.",‎HP,‎HP,‎HP 14,‎Ash Grey,‎Laptop,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎32.4 x 22.5 x 1.8 cm; 1.4 kg,‎HP 14,‎AMD,‎Ryzen 5,‎2.8 GHz,‎4,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎Solid State,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 400 g
"MATEIN Work Backpack Woman, Insulated Cooler Backpacks with Lunch Box, 15.6 Inch Laptop Backpack with USB Port Reusable Water Resistant Tote Food Bag",-55%,"₹5,199₹5,199","2,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
