Product_Name,Discount,MRP,Selling_Price,Brand,Manufacturer,Series,Colour,Form_Factor,Standing_Screen_Display_Size,Screen_Resolution,Resolution,Package_Dimensions,Item_Model_Number,Processor_Brand,Processor_Type,Processor_Speed,Processor_Count,Memory_Technology,Computer_Memory_Type,Maximum_Memory_Supported,Hard_Disk_Description,Hard_Drive_Interface,Graphics_Coprocessor,Graphics_Chipset_Brand,Graphics_Card_Description,Graphics_RAM_Type,Graphics_Card_RAM_Size,Graphics_Card_Interface,Connectivity_Type,Wireless_Type,Number_of_HDMI_Ports,Optical_Drive_Type,Operating_System,Are_Batteries_Included,Lithium_Battery_Energy_Content,Number_of_Lithium_Ion_Cells,Included_Components,Country_of_Origin,Item_Weight
"Lenovo IdeaPad Slim 3, Intel Core i5-12450H, 12th Gen, 16GB RAM, 512GB SSD, FHD IPS, 15.6""/39.6cm, Windows 11, MSOffice 21, Arctic Grey, 1.6Kg,83ER008GIN,Backlit KB,Alexa Built-in,1 Yr ADP Free Laptop",-35%,"₹75,000₹75,000","48,550.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad,‎i5 | 16GB | 512GB SSD,‎Thin & Light,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.5 x 33.4 x 7.4 cm; 1.62 kg,‎15IAH8,‎Intel,‎Others,‎2 GHz,‎8,‎Lpddr 5,‎DDR5 RAM,‎16 GB,‎SSD,‎PCIE x 4,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11bgn,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎47 Watt Hours,‎4,"‎Laptop, Adapter and User Guide,,,,,,,,,,,,,,,,,,,",,‎1 kg 620 g
HP,-22%,"₹73,900₹73,900","57,900.",‎HP,‎HP,‎HP LAPTOP,‎Silver,,‎14 Inches,,,‎45 x 25 x 5 cm; 1.9 kg,,‎Intel,‎Core i5,‎4.6,‎10,‎DDR4,,,‎SSD,,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,,,,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎laptop , charger,manual,power cord",,‎1 kg 900 g
"ASUS TUF F16,13th Gen,Intel Core i5-13450HX,Gaming Laptop(RTX 5050-8GB/115W TGP/16GB RAM/1TB SSD/FHD+/16""/165Hz/90Whr/Windows 11/M365 Basic (1Year)*/Office Home 2024/Jaeger Gray/2.5 Kg)FX608JH-RV057WS",-12%,"₹1,24,990₹1,24,990","1,09,990.",‎ASUS,"‎ASUS, INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331",‎ASUS TUF Gaming F16,‎Jaeger Gray,‎gaming laptop,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎43 x 32.7 x 10.4 cm; 2.5 kg,‎FX608JH-RV057WS,‎AMD,‎Intel Core i5,‎2.4 GHz,‎10,‎DDR5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 5050,‎NVIDIA,‎Dedicated,‎GDDR7,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎90 Watt Hours,‎4,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎2 kg 500 g
"HP Smartchoice OmniBook 5 (Previously Pavilion) 50 Tops, AMD Ryzen AI 5 340 (16GB LPDDR5X, 512GB SSD) WUXGA 2K, 16''/40.6cm, Win11, Office24, Silver, 1.79kg, ag1037au, Next Gen AI Copilot+ Laptop",-17%,"₹85,965₹85,965","70,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Glacier silver aluminum,‎Netbook,‎40.6 Centimetres,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎50 x 30.2 x 6.6 cm; 240 g,‎BP0J7PA,‎AMD,‎Ryzen 5,‎4.8 GHz,‎1,‎LPDDR5X,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎AMD Radeon 840M Graphics,‎AMD,‎Integrated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎59 Watt Hours,‎3,"‎Laptop, Power Adapter, User manual",‎China,‎240 g
"Lenovo Smartchoice Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 47 Tops, Copilot+ AI PC, 32GB RAM, 1TB SSD, 15""(38.86cm), Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, AI Laptop",-30%,"₹2,09,890₹2,09,890","1,47,887.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎Yoga Slim 7,‎2024 Aura | Ultra 7 258V,‎Thin & Light,‎15 Inches,‎2880 x 1800 pixels,‎2880 x 1800 pixels,‎51.6 x 31.6 x 7.9 cm; 1.53 kg,‎15ILL9,‎Intel,‎Intel Core Ultra 7,‎4.8 GHz,‎8,‎Lpddr 5,‎DDR5 RAM,‎32 GB,‎SSD,,‎Integrated Intel Arc Graphics 140V,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11.be,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎70 Watt Hours,‎4,‎Laptop,‎China,‎1 kg 530 g
"ASUS ROG Strix G16 13th Gen, Intel Core i7-13650HX Gaming Laptop(NVIDIA RTX 4050-6GB/140W RGP/16GB RAM/1TB SSD/FHD+/16""/165Hz/RGB KB/90WHr/Windows 11/Office 2021/Eclipse Gray/2.50 Kg) G614JU-N3200WS",-25%,"₹1,51,990₹1,51,990","1,13,749.",‎ASUS,"‎ASUS, INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331",‎ROG Strix G16,‎Eclipse Gray (RTX 4050),‎Gaming Laptop,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,,‎G614JU-N3200WS_WO,‎Intel,‎Core i7,‎4.9 GHz,‎14,"‎SODIMM, SODIMM, SODIMM",‎SODIMM,‎32 GB,‎SSD,‎PCIE x 4,‎NVIDIA GeForce RTX 4050,‎NVIDIA,‎Dedicated,‎GDDR6,,‎PCI Express,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,,‎4,"‎Laptop, Adapter & User Manual",‎China,‎2 kg 500 g
"acer Professional 14[New Launch], 13th Gen Intel Core i7-1355U Turbo Boost, 32GB DDR4, 1TB SSD, Win11 Pro, MSO21, 14inch FHD Laptop, 3 Year Warranty, Metal ID, Fingerprint, Backlit KB, Silver, 1.34kg",-21%,"₹90,000₹90,000","71,000.",‎acer,‎Padget Electronics Pvt Ltd,‎Travel Lite,‎Silver,‎Note Book,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎46.5 x 29.3 x 8.4 cm; 1.36 kg,‎TL14-52M,‎Intel,‎Intel Core i7-1355U,‎3.7 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎64 GB,‎SSD,‎USB,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎GDDR4,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Pro,‎Yes,‎7000 Milliampere Hour (mAh),‎3,"‎Adaptor, Laptop",‎India,‎1 kg 360 g
"Lenovo IdeaPad Slim 3, Intel Core i3 13th Gen 1315U, 8GB RAM, 512GB SSD, FHD 15.6""(39.6cm), Windows 11, Office 2024, Grey, 1.6Kg, 82X700G5IN, Alexa Built-in, 1Yr ADP Free, 3 Month Game Pass Laptop",-27%,"₹53,790₹53,790","39,190.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad Slim 3,‎Arctic Grey,‎Thin & Light,‎15 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.6 x 33.1 x 7.7 cm; 1.62 kg,‎15IRU8,‎Intel,‎Intel Core i3,‎1.2 GHz,‎6,‎Lpddr 5,‎DDR5 RAM,‎8 GB,‎SSD,‎PCIE x 4,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎47 Watt Hours,‎4,"‎Laptop, Power Adapter, User guide",‎China,‎1 kg 620 g
"hp Professional 14, 13th Gen Intel Core i5-1334U Turbo Boost, 32GB DDR4, 2TB GB SSD, (Win 11 Pro, MSO 21Pro, Silver Gray, 1.49kg), 14 inch Laptop, UHD Graphics, Backlit KB, 240 G10",,"₹96,590.00₹96,590.00","40,399.",‎hp,‎Flextronics Technologies India Pvt Ltd,‎240 G10,‎Silver Gray,‎Business Laptop,‎14 Inches,‎3840 x 2160 pixels,‎3840 x 2160 pixels,‎45.2 x 31.4 x 6.8 cm; 1.36 kg,‎240 G10,‎Intel,‎Intel Core i5,‎1.3 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎64 GB,‎SSD,‎USB,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎GDDR4,,‎Integrated,‎Bluetooth,‎802.11a/b/g/n,‎1,,‎Windows 11 Pro,‎Yes,‎7000 Milliampere Hour (mAh),‎3,,,‎1 kg 360 g
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 82R4011MIN",-28%,"₹47,290₹47,290","33,990.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad,‎Cloud Grey,‎Ultra-Portable,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎82R400BGIN,‎AMD,‎Ryzen 5,‎2.1,‎6,‎DDR4,‎DDR4 SDRAM,‎12 GB,‎SSD,‎USB 3.2,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎45 Watt Hours,‎3,"‎Laptop,User Manual,Power Adapter",,‎1 kg 650 g
"acer Swift Lite 14, Intel Core Ultra 5 115U/16 GB/512 GB/14.1"" OLED/Win 11 Home + MSO, Light Silver, 1.1 kg, SFL14-54M, Backlit Keyboard, Premium Thin and Light Laptop",-42%,"₹94,999₹94,999","54,990.",‎Acer,"‎Acer, Acer India PVT LTD, R.S. No: 38/2, Sedarapet Main Road, Sedarapet, Villianur Commune, Puducherry-605111",‎Swift Lite 14,‎Silver,‎Ultra-Portable,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎46.4 x 30.7 x 7.3 cm; 1.1 kg,‎SFL14-54M,‎Intel,‎Intel Core Ultra 5,‎1.5 GHz,‎1,‎Lpddr 5,‎SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel Graphics,‎Intel,‎Integrated,‎SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎50 Watt Hours,‎3,"‎‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",,‎1 kg 100 g
"HP 15 (2025), Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021",-14%,"₹25,999₹25,999","22,340.",‎HP,‎HP,‎HP 15,‎Ash Grey,‎Laptop,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,,‎6S6E7EAABD,‎Intel,‎Celeron N,‎1.1 GHz,‎2,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Home,‎Yes,‎2200 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 740 g
"ASUS Chromebook CX1405, Intel Celeron N4500 Processor,Chrome OS, Thin & Light Laptop (Integrated Intel UHD Graphics/8GB RAM/128GB SSD/FHD/14 (35.56 cm)/60Hz/42WHrs/Quiet Blue/1.4 Kg) CX1405CKA-S60394",-21%,"₹27,990₹27,990","21,990.",‎ASUS,"‎ASUS, NANCHANG HUAQIN ELECTRONIC TECHNOLOGY CO., LTD. NO. 2999, TIANXIANG AVENUE, HIGH-TECH DEVELOPMENT ZONE, NANCHANG CITY, JIANGXI PROVINCE, P.R. CHINA JIANGXI,China-330096",‎Chromebook,‎Quiet Blue,‎chromebook,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45.8 x 29.4 x 7.7 cm; 1.4 kg,‎CX1405CKA-S60394,‎Intel,‎Celeron,‎1.1 GHz,‎2,‎LPDDR4X,‎DDR4 SDRAM,‎8 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,‎No Optical Storage,‎Chrome OS,‎Yes,‎42 Watt Hours,‎2,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 400 g
"Lenovo LOQ AMD Ryzen 5 7235HS | NVIDIA RTX 3050A 4GB (24GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JC00GCIN AI Gaming Laptop",-29%,"₹90,490₹90,490","63,990.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎LOQ,‎R5 | 24GB | RTX 3050A,‎Gaming Laptop,‎15.6,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎53.9 x 35.79 x 8.6 cm; 2.38 kg,‎15ARP9,‎AMD,‎Ryzen 5,‎3.2,‎4,‎DDR5,‎DDR5 RAM,‎32 GB,‎SSD,‎USB,‎RTX 3050A,‎NVIDIA,‎Dedicated,‎Shared,,‎PCI Express,‎Bluetooth,‎802.11ax,‎1,‎Not Available,‎Windows 11 Home,‎Yes,‎60 Watt Hours,‎4,‎Laptop,‎China,‎2 kg 380 g
ULTIMUS APEX Laptop Intel Celeron Dual Core 8 GB LPDDR4 512 GB SSD Expandable~1TB 14.1 FHD IPS Laptop Anti-Glare Ultra Thin Bezel 180° Hinge 3.0x3 USB HDMI SD Card Slot Win 11 Home 1.25KG Silver,-55%,"₹39,990₹39,990","17,990.",‎FUTOPIA,"‎Futopia Global Pvt Ltd, Customer Support - 9871822776, Email:- support@futopia-global.com, ‎Futopia Global Pvt Ltd, Customer Support - 9871822776, Email:- support@futopia-global.com",‎APEX,‎Silver,‎Laptop,‎14.1 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎39.2 x 33.79 x 8.9 cm; 1.25 kg,‎NU14U7INC56BN-CS,‎Intel,‎Celeron N4020,‎1.1 GHz,‎2,‎LPDDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎GDDR4,,‎Integrated,‎Wi-Fi,"‎802.11ax, Bluetooth",‎1,,‎Window Home 11,,‎37 Watt Hours,‎2,"‎1X User Manual, Charger, Laptop, Warranty Card",‎India,‎1 kg 250 g
"HP 15, AMD Ryzen 7 5825U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge,15.6''/39.6cm, Win11, M365(1yr)* Office24, Silver, 1.59kg, fc0476AU, Radeon Graphics, FHD Camera w/Shutter, Backlit Laptop",-14%,"₹56,902.73₹56,902.73","48,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Natural Silver,‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52.2 x 31.3 x 6.9 cm; 1.59 kg,‎fc0476AU,‎AMD,‎Ryzen 7,‎4.5 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User manual",‎China,‎1 kg 590 g
"Lenovo Yoga Slim 7, Intel Core Ultra 5 125H, 16GB RAM, 512GB SSD, WUXGA-OLED 14""(35.5cm), Windows 11, Office Home 2024, Grey, 1.39Kg, 83CV0085IN, 400Nits, 2Wx4 Speakers, 1Yr ADP Free, AI PC",-28%,"₹1,10,490₹1,10,490","79,490.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎Yoga Slim 7,‎Luna Grey,‎Thin & Light,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎45.2 x 28.9 x 7.9 cm; 1.39 kg,‎14IMH9,‎Intel,‎Intel Core Ultra 5,‎4.5 GHz,‎14,‎Lpddr 5,‎DDR5 RAM,‎16 GB,‎SSD,‎PCIE x 4,‎Integrated Intel Arc Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11ax,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎65 Watt Hours,‎4,"‎Laptop, Power Adapter, User Guide, Warranty Card",‎China,‎1 kg 390 g
"ASUS Vivobook S16, Intel Core Ultra 5 225H, Metallic Design Laptop (Intel iGPU/16GB RAM/512GB SSD/FHD+/16""/144Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.7 Kg) S3607CA-RP065WS",-27%,"₹99,990₹99,990","72,990.",‎ASUS,"‎ASUS, TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China",‎ASUS Vivobook S16,‎Cool Silver,‎vivobook,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎48.79 x 30.8 x 6.4 cm; 1.7 kg,‎S3607CA-RP065WS,‎Intel,‎Intel Core Ultra 5,‎1.7 GHz,‎14,‎DDR5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎Intel Arc Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎70 Watt Hours,‎4,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 700 g
"Acer Aspire Lite, 13th Gen, Intel Core i5-1334U, 16GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, MS Office, Steel Gray, 1.59KG, AL15-53, Metal Body, Thin and Light Premium Laptop",-44%,"₹77,999₹77,999","43,990.",‎acer,"‎ACER INDIA PRIVATE LIMITED, RS No.38/2, Sedarpet Village, Villanur Commune, Poducherry - 605111., Acer",‎Aspire Lite,‎Steel Gray,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48 x 32 x 9.4 cm; 1.59 kg,‎AL15-53,‎Intel,‎Core i5,‎3.4 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎64 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎36 Watt Hours,‎3,"‎‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",‎China,‎1 kg 590 g
"HP 14 AI, Intel Core Ultra 7 155H (16GB DDR5, 512GB SSD) FHD, Anti-Glare, 14""/35.6cm, Win11, Office21, Silver, 1.4kg, gr1023TU, Intel Arc Graphics, FHD Camera w/Shutter, Backlit Kb AI Powered Laptop",-19%,"₹98,983₹98,983","79,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Core Ultra 7,‎Laptop,‎35.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎44.8 x 30.2 x 7 cm; 1.4 kg,‎A4VJ1PA,‎Intel,‎Others,‎4.8 GHz,‎1,‎DDR5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,,‎Intel,‎Integrated,‎DDR5 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11ac,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",‎China,‎1 kg 400 g
"HP 14 (2025), Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Ash Grey/1.4 kg/MS Office 2021",-42%,"₹89,990₹89,990","51,990.",‎HP,‎HP,‎HP 14,‎Ash Grey,‎Laptop,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎34 x 22 x 1.6 cm; 1.4 kg,‎HP 14,‎Intel,‎Core i5,‎4.6 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,"‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 400 g
"Lenovo Tab Plus with Octa JBL Hi-Fi Speakers| 8 GB RAM, 128 GB ROM| 11.5 Inch, 2K, 90 Hz Refresh| Wi-Fi Tablet| Android 14| 45 W Fast Charger| Built-in Kickstand| Color: Luna Grey",-41%,"₹32,000₹32,000","18,998.",‎Lenovo,"‎Lenovo, ‎Lenovo, Motorola (Wuhan) Mobility Communication Technologies Communication co Ltd., No 19 Gaoxin 4th Road, East Lake High-Tech Zone, Wuhan, Hubei, P.R. China",‎Tab Plus,‎luna grey,,‎11.5 Inches,‎2K,‎2K,,‎ZADX0098IN,‎MediaTek,,‎2.2 GHz,,,‎DDR4 SDRAM,,,,,,‎Integrated,,,,‎Wi-Fi,"‎802.11a, 802.11ac, 802.11b, 802.11g, 802.11n",,,‎Android,‎Yes,‎8600 Milliampere Hour (mAh),‎1,‎1 Unit Table,‎China,‎1 kg 120 g
